destination_id,name,alternative_names,city,district,state,country,latitude,longitude,destination_type,heritage_category,description,historical_significance,cultural_significance,best_time_to_visit,recommended_duration,estimated_budget,budget_category,crowd_level,hidden_gem_score,tourism_popularity,visitor_count,domestic_visitors,international_visitors,accessibility_score,senior_friendly,wheelchair_accessible,walking_difficulty,public_transport_available,nearest_transport,nearest_hospital,nearest_police_station,network_availability,lighting_condition,women_safety_score,women_safety_notes,emergency_support,nearby_safe_stay,sanitary_facilities,local_artisan_presence,local_crafts,local_food,cultural_experiences,responsible_tourism_notes,source,source_url,source_year,data_confidence
BV-ASI-0031,"Buddhist Remains on hill top at Guntupalli, W.G.District",NULL,Guntupalli,Not Available,Andhra Pradesh,India,17.2667,81.1,Monument/Site (unverified against supplied CPM PDF),Stupa/Buddhist Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Low,22438,22353,85,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0032,Caves 1 t0 20 Udaygiri Vidisha,NULL,"Udayagiri, Vidisha",Not Available,Madhya Pradesh,India,23.527,77.768,Monument/Site (unverified against supplied CPM PDF),Cave Monument,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,54287,53546,741,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0033,"Caves, Temples and inscriptions Karla",NULL,Karla,Not Available,Maharashtra,India,18.7833,73.4833,Monument/Site (unverified against supplied CPM PDF),Cave Monument,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,221826,219758,2068,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0034,"Cave, Temple and Inscriptions, Junaar, Lenyadri",NULL,Junnar,Not Available,Maharashtra,India,19.1928,73.8836,Monument/Site (unverified against supplied CPM PDF),Cave Monument,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,355051,354946,105,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0035,"Cave Temple & Inscriptions, Bhaja",NULL,Bhaja,Not Available,Maharashtra,India,18.7333,73.4333,Monument/Site (unverified against supplied CPM PDF),Cave Monument,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,82191,80319,1872,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0036,"Champaner Monuments, Pavagadh",NULL,Champaner,Not Available,Gujarat,India,22.487,73.537,Monument/Site (unverified against supplied CPM PDF),UNESCO World Heritage Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,61350,59402,1948,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0037,Chandragiri Monument,NULL,Chandragiri,Not Available,Andhra Pradesh,India,13.5833,79.3167,Monument/Site (unverified against supplied CPM PDF),Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,103598,103489,109,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0038,Charminar,NULL,Hyderabad,Not Available,Telangana,India,17.3616,78.4747,Centrally Protected Monument/Site,Monument,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Iconic,1159736,1151933,7803,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0039,Chittaurgarh Fort,NULL,Chittorgarh,Not Available,Rajasthan,India,24.8887,74.6269,Monument/Site (unverified against supplied CPM PDF),UNESCO World Heritage Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,580321,565133,15188,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0040,Cooch Bihar Palace,NULL,Cooch Behar,Not Available,West Bengal,India,26.32,89.44,Monument/Site (unverified against supplied CPM PDF),Palace,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,465605,465553,52,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0041,Dariya Daulath Bagh,NULL,Srirangapatna,Not Available,Karnataka,India,12.4222,76.6975,Monument/Site (unverified against supplied CPM PDF),Palace,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,660576,646560,14016,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0042,Daulatabad Fort,NULL,Aurangabad (Chhatrapati Sambhajinagar),Not Available,Maharashtra,India,19.9438,75.2183,Centrally Protected Monument/Site,Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,521664,515935,5729,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0043,Deeg Bhawan,NULL,Deeg,Not Available,Rajasthan,India,27.4719,77.3253,Centrally Protected Monument/Site,Palace,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,29577,28510,1067,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0044,Durga temple complex Aihole,NULL,Aihole,Not Available,Karnataka,India,16.0217,75.8811,Monument/Site (unverified against supplied CPM PDF),Temple,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,190616,186767,3849,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0045,Elephanta Caves,NULL,Mumbai,Not Available,Maharashtra,India,18.9633,72.9315,Centrally Protected Monument/Site,UNESCO World Heritage Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,724753,686862,37891,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0046,Ellora Caves,NULL,Aurangabad (Chhatrapati Sambhajinagar),Not Available,Maharashtra,India,20.0258,75.178,Centrally Protected Monument/Site,UNESCO World Heritage Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Iconic,1280687,1259261,21426,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0047,Excavated Remains at Nalanda,NULL,Nalanda,Not Available,Bihar,India,25.1358,85.4436,Monument/Site (unverified against supplied CPM PDF),UNESCO World Heritage Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,464409,437506,26903,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0048,Excavated Remains at sarnath,NULL,"Sarnath, Varanasi",Not Available,Uttar Pradesh,India,25.381,83.023,Monument/Site (unverified against supplied CPM PDF),UNESCO World Heritage Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,585899,485309,100590,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0049,Fatehpur Sikri,NULL,Fatehpur Sikri,Not Available,Uttar Pradesh,India,27.0937,77.6613,Centrally Protected Monument/Site,UNESCO World Heritage Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,639127,454376,184751,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0050,"Fort Museum, Thirumayam",NULL,Thirumayam,Not Available,Tamil Nadu,India,10.3167,78.7667,Monument/Site (unverified against supplied CPM PDF),Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,300088,294829,5259,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0051,"Fort on Rock, Dindigual",NULL,Dindigul,Not Available,Tamil Nadu,India,10.3624,77.9695,Monument/Site (unverified against supplied CPM PDF),Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Low,24751,24657,94,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0052,"Fort, Palakkad, Palakkad",NULL,Palakkad,Not Available,Kerala,India,10.7867,76.6548,Monument/Site (unverified against supplied CPM PDF),Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,174830,174589,241,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0053,Fortress and Temple Chitrudurga Fort,NULL,Chitradurga,Not Available,Karnataka,India,14.2308,76.4173,Monument/Site (unverified against supplied CPM PDF),Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,339435,338340,1095,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0054,"Fort St. Angelo, Kannur",NULL,Kannur,Not Available,Kerala,India,11.873,75.3585,Centrally Protected Monument/Site,Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,237823,234518,3305,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0055,Fort Vattakottai,NULL,Vattakottai,Not Available,Tamil Nadu,India,8.0883,77.5433,Monument/Site (unverified against supplied CPM PDF),Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,159832,159492,340,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0056,Gawilgarh Fort,NULL,Chikhaldara,Not Available,Maharashtra,India,21.3667,77.3167,Centrally Protected Monument/Site,Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,43806,43795,11,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0057,"Gingee Fort , Gingee",NULL,Gingee,Not Available,Tamil Nadu,India,12.2542,79.4126,Monument/Site (unverified against supplied CPM PDF),Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,108809,107073,1736,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0058,Golconda,NULL,Hyderabad,Not Available,Telangana,India,17.3833,78.4011,Monument/Site (unverified against supplied CPM PDF),Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Iconic,1650991,1630419,20572,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0059,"Gol Gumbaz, Vijayapura",NULL,Vijayapura (Bijapur),Not Available,Karnataka,India,16.8302,75.71,Centrally Protected Monument/Site,Tomb,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Iconic,815626,813943,1683,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0060,"Group of four MaidansCharaideo, Sibasagar",NULL,Charaideo,Not Available,Assam,India,27.0333,94.8167,Monument/Site (unverified against supplied CPM PDF),Archaeological Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Low,23252,23111,141,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0061,"Group of monument, Royal Palace Mandu",NULL,Mandu,Not Available,Madhya Pradesh,India,22.3364,75.3928,Monument/Site (unverified against supplied CPM PDF),Palace,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,410729,408302,2427,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0062,"Group of Monuments, Hampi",NULL,Hampi,Not Available,Karnataka,India,15.335,76.46,Monument/Site (unverified against supplied CPM PDF),UNESCO World Heritage Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,614244,587238,27006,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0063,Group of Monuments Mamallapuram,NULL,Mahabalipuram,Not Available,Tamil Nadu,India,12.6208,80.1945,Monument/Site (unverified against supplied CPM PDF),UNESCO World Heritage Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Iconic,1313780,1260358,53422,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0064,Group of Monuments (WH) Pattadakal,NULL,Pattadakal,Not Available,Karnataka,India,15.9485,75.8161,Monument/Site (unverified against supplied CPM PDF),UNESCO World Heritage Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,266454,262144,4310,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0065,"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",NULL,Amarkantak,Not Available,Madhya Pradesh,India,22.6742,81.755,Monument/Site (unverified against supplied CPM PDF),Temple,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,57450,57408,42,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0066,"Group of Temples at kiramchi, District Udhampur",NULL,Udhampur,Not Available,Jammu and Kashmir,India,32.9,75.15,Monument/Site (unverified against supplied CPM PDF),Temple,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Low,5735,5731,4,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0067,"Gupta Temple & Varah Temple, Deogarh",NULL,Deogarh,Not Available,Uttar Pradesh,India,24.5265,78.2382,Monument/Site (unverified against supplied CPM PDF),Temple,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Low,1380,1348,32,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0068,Gwalior Fort,NULL,Gwalior,Not Available,Madhya Pradesh,India,26.2295,78.1694,Centrally Protected Monument/Site,Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,263478,255734,7744,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0069,Hauzkhas,NULL,Delhi,Not Available,Delhi,India,28.5535,77.1892,Centrally Protected Monument/Site,Archaeological Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,148169,145544,2625,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0070,Hazarduari Palace,NULL,Murshidabad,Not Available,West Bengal,India,24.1833,88.2667,Centrally Protected Monument/Site,Palace,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,675836,674113,1723,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0071,Hoshang Shah's Tomb,NULL,Mandu,Not Available,Madhya Pradesh,India,22.3364,75.3928,Monument/Site (unverified against supplied CPM PDF),Tomb,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,132111,130094,2017,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
