circle,monument_name,domestic_2019_20,foreign_2019_20,domestic_2020_21,foreign_2020_21,domestic_growth_pct,foreign_growth_pct,total_visitors_2019_20,total_visitors_2020_21,total_growth_pct,monument_hiddenness_score,visitor_data_quality,hiddenness_rank,tourism_hiddenness_score,unesco_match,unesco_match_flag,unesco_significance_score,asi_protection_score,visitor_trend_score,hidden_heritage_score_v2,hidden_heritage_rank,heritage_signal,recommendation_reason,ml_hidden_heritage_prediction,ml_rank,asi_name,matched_poi_name,match_type,match_confidence,latitude,longitude,poi_characteristics,poi_source,has_geo_match,high_confidence_geo_match
Delhi,Safdarjung Tomb,72938,15977,56776,392,-22.16,-97.55,88915,57168,-35.704886689534945,55.05,available,60,55.05,,0,0.0,100.0,60.0,48.28,72,ASI protected,High heritage protection with comparatively low visitor demand,48.29,72,Safdarjung Tomb,"Safdarjung Tomb, Delhi",fuzzy,0.88,28.5896401574424,77.21053598592465,,Destinations_delhi.csv,True,True
Delhi,Kotla Feroz Shah,89397,810,27763,106,-68.94,-86.91,90207,27869,-69.1055017903267,54.92,available,61,54.92,,0,0.0,100.0,60.0,48.21,73,ASI protected,High heritage protection with comparatively low visitor demand,48.29,72,Kotla Feroz Shah,,unmatched,0.0,,,,,False,False
Chandigarh,Suraj Kund,91447,72,11132,14,-87.83,-80.56,91519,11146,-87.8211081851856,54.79,available,62,54.79,,0,0.0,100.0,60.0,48.13,74,ASI protected,High heritage protection with comparatively low visitor demand,48.17,74,Suraj Kund,,unmatched,0.0,,,,,False,False
Hyderabad,Warangal,92690,277,64339,54,-30.59,-80.51,92967,64393,-30.73563737670356,54.65,available,63,54.65,,0,0.0,100.0,60.0,48.06,75,ASI protected,High heritage protection with comparatively low visitor demand,47.99,75,Warangal,Warangal Fort,exact,1.0,17.956421423606027,79.61528080613014,,Destinations_hyderabad.csv,True,True
Patna,"Ancient site of Vaishali, Kolhua",89631,12962,49207,49213,-45.1,279.67,102593,98420,-4.067528973711656,53.79,available,65,53.79,,0,0.0,100.0,60.0,47.58,76,ASI protected,High heritage protection with comparatively low visitor demand,47.24,78,"Ancient site of Vaishali, Kolhua",,unmatched,0.0,,,,,False,False
Amaravati,Chandragiri Monument,103489,109,51113,38,-50.61,-65.14,103598,51151,-50.62549470066989,53.7,available,66,53.7,,0,0.0,100.0,60.0,47.54,77,ASI protected,High heritage protection with comparatively low visitor demand,47.25,77,Chandragiri Monument,,unmatched,0.0,,,,,False,False
Amaravati,Undavalli caves,109307,494,52924,89,-51.58,-81.98,109801,53013,-51.71901895246855,53.19,available,68,53.19,,0,0.0,100.0,60.0,47.25,78,ASI protected,High heritage protection with comparatively low visitor demand,47.17,79,Undavalli caves,,unmatched,0.0,,,,,False,False
Patna,"Remains of Patliputra Site of Mauryan Palace, Kumrahar",109962,207,25834,25876,-76.51,12400.48,110169,51710,-53.06302135809528,53.16,available,69,53.16,,0,0.0,100.0,60.0,47.24,79,ASI protected,High heritage protection with comparatively low visitor demand,47.15,80,"Remains of Patliputra Site of Mauryan Palace, Kumrahar",,unmatched,0.0,,,,,False,False
Mumbai,"Kolaba Fort, Alibag",112405,112,50421,12,-55.14,-89.29,112517,50433,-55.17743985353324,52.98,available,70,52.98,,0,0.0,100.0,60.0,47.14,80,ASI protected,High heritage protection with comparatively low visitor demand,47.13,81,"Kolaba Fort, Alibag",,unmatched,0.0,,,,,False,False
Shimla,"Ruined Fort, kangra",91306,1758,100454,252,10.02,-85.67,93064,100706,8.211553339637238,54.65,available,63,54.65,,0,0.0,100.0,40.0,47.06,81,ASI protected,High heritage protection with comparatively low visitor demand,47.54,76,"Ruined Fort, kangra",Kangra Fort,fuzzy,0.88,32.08741346,76.25387379,"fort, historical, photography",Tourist_Spots.csv,True,True
Lucknow,Residency Building,116348,3367,57194,37,-50.84,-98.9,119715,57231,-52.19396065655933,52.43,available,71,52.43,,0,0.0,100.0,60.0,46.84,82,ASI protected,High heritage protection with comparatively low visitor demand,46.91,83,Residency Building,,unmatched,0.0,,,,,False,False
Guwahati,"Kareghar of Ahom Kings, Sibasagar",119912,577,54595,93,-54.47,-83.88,120489,54688,-54.61162429765373,52.37,available,72,52.37,,0,0.0,100.0,60.0,46.8,83,ASI protected,High heritage protection with comparatively low visitor demand,46.89,84,"Kareghar of Ahom Kings, Sibasagar",,unmatched,0.0,,,,,False,False
Bhopal,Hoshang Shah's Tomb,130094,2017,57769,39,-55.59,-98.07,132111,57808,-56.242856385917904,51.56,available,73,51.56,,0,0.0,100.0,60.0,46.36,84,ASI protected,High heritage protection with comparatively low visitor demand,46.57,85,Hoshang Shah's Tomb,,unmatched,0.0,,,,,False,False
Chennai,"Gingee Fort , Gingee",107073,1736,125109,2272,16.84,30.88,108809,127381,17.068441029694235,53.27,available,67,53.27,,0,0.0,100.0,40.0,46.3,85,ASI protected,High heritage protection with comparatively low visitor demand,47.11,82,"Gingee Fort , Gingee",,unmatched,0.0,,,,,False,False
Delhi,Hauzkhas,145544,2625,39837,148,-72.63,-94.36,148169,39985,-73.01392329029689,50.55,available,74,50.55,,0,0.0,100.0,60.0,45.8,86,ASI protected,High heritage protection with comparatively low visitor demand,45.59,86,Hauzkhas,,unmatched,0.0,,,,,False,False
Jaipur,Baori at Abhaneri,66821,85732,44284,115,-33.73,-99.87,152553,44399,-70.8960164664084,50.3,available,75,50.3,,0,0.0,100.0,60.0,45.66,87,ASI protected,High heritage protection with comparatively low visitor demand,45.55,88,Baori at Abhaneri,,unmatched,0.0,,,,,False,False
Kolkata,Bishnupur Temples,154986,505,117107,237,-24.44,-53.07,155491,117344,-24.533252728453736,50.13,available,76,50.13,,0,0.0,100.0,60.0,45.57,88,ASI protected,High heritage protection with comparatively low visitor demand,45.58,87,Bishnupur Temples,,unmatched,0.0,,,,,False,False
Dharwad,"Ibrahim Rauza, Bijapur",155565,1290,57759,12,-62.87,-99.07,156855,57771,-63.16916897771827,50.05,available,77,50.05,,0,0.0,100.0,60.0,45.53,89,ASI protected,High heritage protection with comparatively low visitor demand,45.53,89,"Ibrahim Rauza, Bijapur",,unmatched,0.0,,,,,False,False
Tiruchirappalli,Fort Vattakottai,159492,340,5058,36,-96.83,-89.41,159832,5094,-96.81290354872615,49.89,available,78,49.89,,0,0.0,100.0,60.0,45.44,90,ASI protected,High heritage protection with comparatively low visitor demand,45.46,90,Fort Vattakottai,,unmatched,0.0,,,,,False,False
Mumbai,Lohgad Fort,161651,579,31042,21,-80.8,-96.37,162230,31063,-80.85249337360537,49.76,available,79,49.76,,0,0.0,100.0,60.0,45.37,91,ASI protected,High heritage protection with comparatively low visitor demand,45.45,91,Lohgad Fort,Lohgad Fort,exact,1.0,18.70685001,73.47666102,"fort, historical",Tourist_Spots.csv,True,True
Thrissur,"Fort, Palakkad, Palakkad",174589,241,43927,26,-74.84,-89.21,174830,43953,-74.85957787565063,49.1,available,80,49.1,,0,0.0,100.0,60.0,45.0,92,ASI protected,High heritage protection with comparatively low visitor demand,44.95,92,"Fort, Palakkad, Palakkad",Palakkad Fort,fuzzy,0.88,10.76769019,76.65681915,"historical, fort, cultural",Tourist_Spots.csv,True,True
Aurangabad,Aurangabad Caves,182032,2690,34976,19,-80.79,-99.29,184722,34995,-81.05531555526684,48.61,available,81,48.61,,0,0.0,100.0,60.0,44.74,93,ASI protected,High heritage protection with comparatively low visitor demand,44.77,93,Aurangabad Caves,,unmatched,0.0,,,,,False,False
Banglore,Keshava Temple,178425,8653,64222,196,-64.01,-97.73,187078,64418,-65.56623440490063,48.5,available,82,48.5,,0,0.0,100.0,60.0,44.68,94,ASI protected,High heritage protection with comparatively low visitor demand,44.73,94,Keshava Temple,,unmatched,0.0,,,,,False,False
Jaipur,Ancient Site Bhangarh,190833,1893,53946,85,-71.73,-95.51,192726,54031,-71.96486203210776,48.24,available,84,48.24,,0,0.0,100.0,60.0,44.53,95,ASI protected,High heritage protection with comparatively low visitor demand,44.64,95,Ancient Site Bhangarh,,unmatched,0.0,,,,,False,False
Sarnath,"Old Fort (Shahi Fort), Jaunpur",198922,114,67163,127,-66.24,11.4,199036,67290,-66.19204566008159,47.96,available,85,47.96,,0,0.0,100.0,60.0,44.38,96,ASI protected,High heritage protection with comparatively low visitor demand,44.28,96,"Old Fort (Shahi Fort), Jaunpur",,unmatched,0.0,,,,,False,False
Aurangabad,Pandulena Caves,202871,1128,29,0,-99.99,-100.0,203999,29,-99.98578424404042,47.74,available,86,47.74,,0,0.0,100.0,60.0,44.26,97,ASI protected,High heritage protection with comparatively low visitor demand,44.21,97,Pandulena Caves,,unmatched,0.0,,,,,False,False
Patna,Sher Shah's Tomb,208177,153,95051,95133,-54.34,62078.43,208330,190184,-8.710219363509816,47.56,available,87,47.56,,0,0.0,100.0,60.0,44.16,98,ASI protected,High heritage protection with comparatively low visitor demand,44.09,100,Sher Shah's Tomb,,unmatched,0.0,,,,,False,False
Vadodara,"Sun temple, Modhera",208028,3732,85407,103,-58.94,-97.24,211760,85510,-59.61938043067624,47.41,available,89,47.41,,0,0.0,100.0,60.0,44.08,99,ASI protected,High heritage protection with comparatively low visitor demand,44.14,98,"Sun temple, Modhera",,unmatched,0.0,,,,,False,False
Agra,Itimad-ud-Daulah-Tomb,132800,82692,41016,410,-69.11,-99.5,215492,41426,-80.77608449501605,47.26,available,90,47.26,,0,0.0,100.0,60.0,43.99,100,ASI protected,High heritage protection with comparatively low visitor demand,44.12,99,Itimad-ud-Daulah-Tomb,,unmatched,0.0,,,,,False,False
Mumbai,Raigad Fort,218338,82,76438,0,-64.99,-100.0,218420,76438,-65.00412050178555,47.14,available,91,47.14,,0,0.0,100.0,60.0,43.93,101,ASI protected,High heritage protection with comparatively low visitor demand,44.07,101,Raigad Fort,Raigad Fort,exact,1.0,18.23901273,73.42605942,"fort, historical",Tourist_Spots.csv,True,True
Mumbai,"Caves, Temples and inscriptions Karla",219758,2068,51045,21,-76.77,-98.98,221826,51066,-76.97925400989966,47.0,available,92,47.0,,0,0.0,100.0,60.0,43.85,102,ASI protected,High heritage protection with comparatively low visitor demand,43.99,102,"Caves, Temples and inscriptions Karla",,unmatched,0.0,,,,,False,False
Mumbai,Aga  Khan Palace Building,219939,9264,18963,55,-91.38,-99.41,229203,19018,-91.70255188631911,46.72,available,93,46.72,,0,0.0,100.0,60.0,43.7,103,ASI protected,High heritage protection with comparatively low visitor demand,43.55,103,Aga  Khan Palace Building,Aga Khan Palace,fuzzy,0.88,18.55297987,73.90179361,"historical, photography",Tourist_Spots.csv,True,True
Thrissur,"Fort St. Angelo, Kannur",234518,3305,65683,115,-71.99,-96.52,237823,65798,-72.33320578749742,46.39,available,94,46.39,,0,0.0,100.0,60.0,43.51,104,ASI protected,High heritage protection with comparatively low visitor demand,43.45,104,"Fort St. Angelo, Kannur",,unmatched,0.0,,,,,False,False
Agra,Mehtab Bagh,178574,62325,62652,544,-64.92,-99.13,240899,63196,-73.76659928019626,46.28,available,95,46.28,,0,0.0,100.0,60.0,43.45,105,ASI protected,High heritage protection with comparatively low visitor demand,43.44,105,Mehtab Bagh,,unmatched,0.0,,,,,False,False
Jodhpur,Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,241299,98,131764,141,-45.39,43.88,241397,131905,-45.357647360986256,46.26,available,96,46.26,,0,0.0,100.0,60.0,43.44,106,ASI protected,High heritage protection with comparatively low visitor demand,43.42,106,Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,,unmatched,0.0,,,,,False,False
Agra,Akbar Tomb Sikandra,229270,19625,99509,321,-56.6,-98.36,248895,99830,-59.89071696900299,45.99,available,97,45.99,,0,0.0,100.0,60.0,43.29,107,ASI protected,High heritage protection with comparatively low visitor demand,43.39,107,Akbar Tomb Sikandra,,unmatched,0.0,,,,,False,False
Mumbai,"Janjira Fort, Murd",253315,151,149221,7,-41.09,-95.36,253466,149228,-41.12504241200003,45.83,available,98,45.83,,0,0.0,100.0,60.0,43.21,108,ASI protected,High heritage protection with comparatively low visitor demand,43.34,108,"Janjira Fort, Murd",Janjira Fort,fuzzy,0.88,18.30015601,72.96436774,"fort, historical",Tourist_Spots.csv,True,True
Bhopal,Gwalior Fort,255734,7744,101464,130,-60.32,-98.32,263478,101594,-61.44118294506562,45.49,available,100,45.49,,0,0.0,100.0,60.0,43.02,109,ASI protected,High heritage protection with comparatively low visitor demand,43.26,109,Gwalior Fort,,unmatched,0.0,,,,,False,False
Banglore,Palace of Tipu Sultan,256964,10719,38706,270,-84.94,-97.48,267683,38976,-85.43949372952335,45.35,available,102,45.35,,0,0.0,100.0,60.0,42.94,110,ASI protected,High heritage protection with comparatively low visitor demand,43.24,110,Palace of Tipu Sultan,Mysore Tipu Sultan Fort and Palace,fuzzy,0.7222,12.4258122,76.6880901,,Destinations_bangalore.csv,True,False
Tiruchirappalli,"Fort Museum, Thirumayam",294829,5259,41487,1555,-85.93,-70.43,300088,43042,-85.65687398363147,44.34,available,105,44.34,,0,0.0,100.0,60.0,42.39,111,ASI protected,High heritage protection with comparatively low visitor demand,42.48,111,"Fort Museum, Thirumayam",,unmatched,0.0,,,,,False,False
Bhubaneswar,Ancient Remains on both Udaigiri & Khandagiri Hills,311115,2489,73727,57,-76.3,-97.71,313604,73784,-76.47223887450416,43.96,available,106,43.96,,0,0.0,100.0,60.0,42.18,112,ASI protected,High heritage protection with comparatively low visitor demand,42.04,112,Ancient Remains on both Udaigiri & Khandagiri Hills,,unmatched,0.0,,,,,False,False
Thrissur,"Bekal Fort, Pallikkare, Distt. Kasargod",334846,728,115333,242,-65.56,-66.76,335574,115575,-65.5590123191904,43.36,available,107,43.36,,0,0.0,100.0,60.0,41.85,113,ASI protected,High heritage protection with comparatively low visitor demand,41.61,113,"Bekal Fort, Pallikkare, Distt. Kasargod",,unmatched,0.0,,,,,False,False
Banglore,Fortress and Temple Chitrudurga Fort,338340,1095,144862,297,-57.18,-72.88,339435,145159,-57.23511128787544,43.26,available,108,43.26,,0,0.0,100.0,60.0,41.79,114,ASI protected,High heritage protection with comparatively low visitor demand,41.61,113,Fortress and Temple Chitrudurga Fort,,unmatched,0.0,,,,,False,False
Vadodara,"Rani Ki-Vav, Patan",337134,3816,96900,143,-71.26,-96.25,340950,97043,-71.53746883707288,43.22,available,109,43.22,,0,0.0,100.0,60.0,41.77,115,ASI protected,High heritage protection with comparatively low visitor demand,41.59,115,"Rani Ki-Vav, Patan",,unmatched,0.0,,,,,False,False
Mumbai,"Cave, Temple and Inscriptions, Junaar, Lenyadri",354946,105,73899,6,-79.18,-94.29,355051,73905,-79.1846805106872,42.86,available,110,42.86,,0,0.0,100.0,60.0,41.57,116,ASI protected,High heritage protection with comparatively low visitor demand,41.52,117,"Cave, Temple and Inscriptions, Junaar, Lenyadri",,unmatched,0.0,,,,,False,False
Jhansi,Rani Jhansi Fort,361294,705,174622,107,-51.67,-84.82,361999,174729,-51.732187105489245,42.69,available,111,42.69,,0,0.0,100.0,60.0,41.48,117,ASI protected,High heritage protection with comparatively low visitor demand,41.53,116,Rani Jhansi Fort,,unmatched,0.0,,,,,False,False
Dharwad,"Jaina & Vaishnava Cave, Badami",372051,6758,172259,167,-53.7,-97.53,378809,172426,-54.48207407954933,42.29,available,112,42.29,,0,0.0,100.0,60.0,41.26,118,ASI protected,High heritage protection with comparatively low visitor demand,41.26,118,"Jaina & Vaishnava Cave, Badami",,unmatched,0.0,,,,,False,False
Thrissur,mattancherry Palace Museum Kochi,300465,79355,23026,177,-92.34,-99.78,379820,23203,-93.8910536569954,42.27,available,113,42.27,,0,0.0,100.0,60.0,41.25,119,ASI protected,High heritage protection with comparatively low visitor demand,41.24,119,mattancherry Palace Museum Kochi,,unmatched,0.0,,,,,False,False
Bhopal,Roopmati's Pavilion,392485,1884,148680,91,-62.12,-95.17,394369,148771,-62.27619310848469,41.94,available,114,41.94,,0,0.0,100.0,60.0,41.07,120,ASI protected,High heritage protection with comparatively low visitor demand,41.09,120,Roopmati's Pavilion,,unmatched,0.0,,,,,False,False
Vadodara,"Rudabai Step Well, Adalaj",388042,7907,86840,204,-77.62,-97.42,395949,87044,-78.01636069291752,41.91,available,115,41.91,,0,0.0,100.0,60.0,41.05,121,ASI protected,High heritage protection with comparatively low visitor demand,41.07,121,"Rudabai Step Well, Adalaj",,unmatched,0.0,,,,,False,False
Bhopal,"Group of monument, Royal Palace Mandu",408302,2427,181868,128,-55.46,-94.73,410729,181996,-55.68951790596719,41.58,available,116,41.58,,0,0.0,100.0,60.0,40.87,122,ASI protected,High heritage protection with comparatively low visitor demand,41.04,122,"Group of monument, Royal Palace Mandu",,unmatched,0.0,,,,,False,False
Mumbai,Buddhist Caves Kanheri,401808,12106,213,0,-99.95,-100.0,413914,213,-99.94854003488648,41.52,available,117,41.52,,0,0.0,100.0,60.0,40.84,123,ASI protected,High heritage protection with comparatively low visitor demand,41.03,123,Buddhist Caves Kanheri,,unmatched,0.0,,,,,False,False
Patna,Excavated Remains at Nalanda,437506,26903,105748,105816,-75.83,293.32,464409,211564,-54.444465977188216,40.5,available,118,40.5,,0,0.0,100.0,60.0,40.28,124,ASI protected,High heritage protection with comparatively low visitor demand,40.22,125,Excavated Remains at Nalanda,,unmatched,0.0,,,,,False,False
Raiganj,Cooch Bihar Palace,465553,52,126135,161,-72.91,209.62,465605,126296,-72.87486173902772,40.48,available,119,40.48,,0,0.0,100.0,60.0,40.26,125,ASI protected,High heritage protection with comparatively low visitor demand,40.24,124,Cooch Bihar Palace,,unmatched,0.0,,,,,False,False
Agra,Mausoleum,474462,12536,91185,321,-80.78,-97.44,486998,91506,-81.21018977490667,40.08,available,120,40.08,,0,0.0,100.0,60.0,40.04,126,ASI protected,High heritage protection with comparatively low visitor demand,40.18,126,Mausoleum,,unmatched,0.0,,,,,False,False
Jodhpur,Kumbhalgarh Fort,495276,11208,203050,208,-59.0,-98.14,506484,203258,-59.86882112761707,39.74,available,121,39.74,,0,0.0,100.0,60.0,39.86,127,ASI protected,High heritage protection with comparatively low visitor demand,39.9,128,Kumbhalgarh Fort,,unmatched,0.0,,,,,False,False
Aurangabad,Daulatabad Fort,515935,5729,105434,49,-79.56,-99.14,521664,105483,-79.77951324990798,39.48,available,122,39.48,,0,0.0,100.0,60.0,39.71,128,ASI protected,High heritage protection with comparatively low visitor demand,39.93,127,Daulatabad Fort,,unmatched,0.0,,,,,False,False
Jodhpur,Chittaurgarh Fort,565133,15188,223328,206,-60.48,-98.64,580321,223534,-61.48097346123955,38.54,available,123,38.54,,0,0.0,100.0,60.0,39.2,129,ASI protected,High heritage protection with comparatively low visitor demand,39.19,130,Chittaurgarh Fort,,unmatched,0.0,,,,,False,False
Sarnath,Excavated Remains at sarnath,485309,100590,170590,384,-64.85,-99.62,585899,170974,-70.81851991554858,38.46,available,124,38.46,,0,0.0,100.0,60.0,39.15,130,ASI protected,High heritage protection with comparatively low visitor demand,39.29,129,Excavated Remains at sarnath,,unmatched,0.0,,,,,False,False
Banglore,Dariya Daulath Bagh,646560,14016,89006,306,-86.23,-97.82,660576,89312,-86.47967834132636,37.4,available,127,37.4,,0,0.0,100.0,60.0,38.57,131,ASI protected,High heritage protection with comparatively low visitor demand,38.71,131,Dariya Daulath Bagh,Mysore Daria Daulat Bagh,fuzzy,0.7907,12.4197045,76.6964458,,Destinations_bangalore.csv,True,False
Delhi,Purana Qila,662300,5493,200846,936,-69.67,-82.96,667793,201782,-69.7837503537773,37.31,available,128,37.31,,0,0.0,100.0,60.0,38.52,132,ASI protected,High heritage protection with comparatively low visitor demand,38.57,132,Purana Qila,"Purana Qila, Delhi",fuzzy,0.88,28.609753334185505,77.24369418054813,,Destinations_delhi.csv,True,True
Raiganj,Hazarduari Palace,674113,1723,361546,649,-46.37,-62.33,675836,362195,-46.40785634384673,37.2,available,129,37.2,,0,0.0,100.0,60.0,38.46,133,ASI protected,High heritage protection with comparatively low visitor demand,38.46,133,Hazarduari Palace,,unmatched,0.0,,,,,False,False
Dharwad,"Gol Gumbaz, Vijayapura",813943,1683,283256,75,-65.2,-95.54,815626,283331,-65.26214220733523,35.55,available,131,35.55,,0,0.0,100.0,60.0,37.55,134,ASI protected,High heritage protection with comparatively low visitor demand,37.48,135,"Gol Gumbaz, Vijayapura",,unmatched,0.0,,,,,False,False
Goa,Upper Fort Aguada,837898,8104,379726,340,-54.68,-95.8,846002,380066,-55.07504710390756,35.23,available,132,35.23,,0,0.0,100.0,60.0,37.38,135,ASI protected,High heritage protection with comparatively low visitor demand,37.44,136,Upper Fort Aguada,,unmatched,0.0,,,,,False,False
Delhi,Humayun Tomb,658318,202288,243836,2381,-62.96,-98.82,860606,246217,-71.3902761542448,35.07,available,133,35.07,,0,0.0,100.0,60.0,37.29,136,ASI protected,High heritage protection with comparatively low visitor demand,37.5,134,Humayun Tomb,"Humayun's Tomb, Delhi",fuzzy,0.88,28.593454278925687,77.250770630105,,Destinations_delhi.csv,True,True
Aurangabad,Tomb of Rabia Durani (Bibi ka Maqbara),1111778,9530,203791,100,-81.67,-98.95,1121308,203891,-81.81668194644112,32.75,available,134,32.75,,0,0.0,100.0,60.0,36.01,137,ASI protected,High heritage protection with comparatively low visitor demand,35.82,138,Tomb of Rabia Durani (Bibi ka Maqbara),,unmatched,0.0,,,,,False,False
Mumbai,Shaniwarwada,1128072,8505,160547,87,-85.77,-98.98,1136577,160634,-85.86686163805884,32.63,available,135,32.63,,0,0.0,100.0,60.0,35.95,138,ASI protected,High heritage protection with comparatively low visitor demand,35.85,137,Shaniwarwada,,unmatched,0.0,,,,,False,False
Hyderabad,Charminar,1151933,7803,297548,182,-74.17,-97.67,1159736,297730,-74.32777804603806,32.45,available,136,32.45,,0,0.0,100.0,60.0,35.85,139,ASI protected,High heritage protection with comparatively low visitor demand,35.58,139,Charminar,Charminar,exact,1.0,17.361641279223313,78.4746829026341,,Destinations_hyderabad.csv,True,True
Chennai,Group of Monuments Mamallapuram,1260358,53422,808145,29145,-35.88,-45.44,1313780,837290,-36.26862945089741,31.35,available,138,31.35,,0,0.0,100.0,60.0,35.24,140,ASI protected,High heritage protection with comparatively low visitor demand,34.61,140,Group of Monuments Mamallapuram,,unmatched,0.0,,,,,False,False
Hyderabad,Golconda,1630419,20572,527096,912,-67.67,-95.57,1650991,528008,-68.01872330012702,29.34,available,139,29.34,,0,0.0,100.0,60.0,34.14,141,ASI protected,High heritage protection with comparatively low visitor demand,33.03,141,Golconda,Golconda Fort,exact,1.0,17.384361436045833,78.40254514256978,,Destinations_hyderabad.csv,True,True
Bhubaneswar,"Sun Temple, Konark",1997427,5294,530886,142,-73.42,-97.32,2002721,531028,-73.48467410088575,27.64,available,140,27.64,,0,0.0,100.0,60.0,33.2,142,ASI protected,High heritage protection with comparatively low visitor demand,31.26,142,"Sun Temple, Konark",,unmatched,0.0,,,,,False,False
Delhi,Red Fort,2200044,91364,187380,1438,-91.48,-98.43,2291408,188818,-91.75973899017548,26.46,available,142,26.46,,0,0.0,100.0,60.0,32.55,143,ASI protected,High heritage protection with comparatively low visitor demand,30.8,143,Red Fort,Red Fort,exact,1.0,28.65668798895849,77.2439143550642,,Destinations_delhi.csv,True,True
Delhi,Qutub Minar,2048146,255318,476063,2849,-76.76,-98.88,2303464,478912,-79.20905210587185,26.41,available,143,26.41,,0,0.0,100.0,60.0,32.53,144,ASI protected,High heritage protection with comparatively low visitor demand,29.14,144,Qutub Minar,Qutub Minar,exact,1.0,28.52462725075326,77.18540103561932,,Destinations_delhi.csv,True,True
Grand Total,Grand Total,43607075,2756561,13153076,415859,-69.84,-84.91,46363636,13568935,-70.73366937830329,0.0,available,145,0.0,,0,0.0,100.0,60.0,18.0,145,ASI protected,High heritage protection with comparatively low visitor demand,28.74,145,Grand Total,,unmatched,0.0,,,,,False,False
